"GEOID";"pop_white0";"pop_black0";"pop_asian0";"pop_other0";"pop_latino0";"p_white0";"p_black0";"p_asian0";"p_latino0";"p_other0"
"26163543000";130;2295;0;29;88;0.0511408339889851;0.902832415420928;0;0.034618410700236;0.0114083398898505
"26163544200";452;1749;73;14;91;0.189995796553174;0.735182849936948;0.0306851618327028;0.0382513661202186;0.0058848255569567
"26163545700";953;833;0;21;691;0.381505204163331;0.333466773418735;0;0.27662129703763;0.00840672538030424
"26163546900";17;1177;0;12;0;0.0140961857379768;0.975953565505804;0;0;0.00995024875621891
"26163536500";81;2213;0;43;47;0.0339765100671141;0.928271812080537;0;0.0197147651006711;0.0180369127516779
"26163537000";68;3208;0;119;42;0.0197846959557754;0.933372126854815;0;0.0122199592668024;0.0346232179226069
"26163537300";1;2786;0;24;24;0.000352733686067019;0.982716049382716;0;0.00846560846560847;0.00846560846560847
"26163537500";94;2630;0;0;0;0.0345080763582966;0.965491923641703;0;0;0
"26163538600";10;4907;15;167;23;0.00195236235845373;0.958024209293245;0.00292854353768059;0.00449043342444358;0.0326044513861773
"26163538700";26;3780;0;94;4;0.00665983606557377;0.968237704918033;0;0.00102459016393443;0.024077868852459
"26163538800";14;1646;0;65;4;0.00809716599190283;0.951995373048005;0;0.00231347599768652;0.037593984962406
"26163512100";38;3104;0;0;0;0.0120942075111394;0.987905792488861;0;0;0
"26163512300";40;1316;28;37;100;0.0262984878369494;0.865220249835635;0.0184089414858646;0.0657462195923734;0.0243261012491782
"26163535000";146;2618;0;190;0;0.049424509140149;0.886255924170616;0;0;0.0643195666892349
"26163525600";306;76;0;43;1665;0.146411483253589;0.0363636363636364;0;0.796650717703349;0.0205741626794258
"26163526000";1360;230;0;79;1287;0.460081190798376;0.077807848443843;0;0.435385656292287;0.0267253044654939
"26163533100";9;1679;0;50;9;0.00515168860904408;0.961076130509445;0;0.00515168860904408;0.0286204922724671
"26163517500";270;1897;134;20;0;0.11632916846187;0.817320120637656;0.0577337354588539;0;0.00861697544161999
"26163518500";191;756;0;90;14;0.181731684110371;0.719314938154139;0;0.0133206470028544;0.0856327307326356
"26163523100";339;193;2;38;1245;0.186571271326362;0.106219042377545;0.00110071546505228;0.685195376995047;0.0209135938359934
"26163504400";27;1724;0;125;0;0.0143923240938166;0.918976545842217;0;0;0.0666311300639659
"26163530800";31;2034;0;7;14;0.0148609779482263;0.975071907957814;0;0.00671140939597315;0.00335570469798658
"26163524200";1408;178;0;180;3781;0.253830899585361;0.032089417703263;0;0.68162970975302;0.0324499729583559
"26163526400";86;413;0;0;1418;0.0448617631716223;0.215440792905582;0;0.739697443922796;0
"26163530100";85;2205;6;101;0;0.0354609929078014;0.919899874843554;0.00250312891113892;0;0.0421360033375052
"26163500400";78;816;13;90;22;0.0765456329735034;0.800785083415113;0.0127576054955839;0.0215897939156035;0.0883218842001963
"26163504100";0;1439;0;5;0;0;0.996537396121884;0;0;0.00346260387811634
"26163500800";277;2168;19;53;0;0.11005164878824;0.861342868494239;0.00754866905045689;0;0.021056813667064
"26163501900";113;2836;0;140;0;0.0365814179346067;0.918096471349951;0;0;0.0453221107154419
"26163502000";65;2577;0;0;0;0.0246025738077214;0.975397426192279;0;0;0
"26163504300";57;2114;0;0;3;0.0262189512419503;0.972401103955842;0;0.00137994480220791;0
"26163505000";27;1156;10;21;0;0.0222405271828666;0.952224052718287;0.00823723228995058;0;0.0172981878088962
"26163506400";354;1931;42;108;29;0.143668831168831;0.783685064935065;0.0170454545454545;0.0117694805194805;0.0438311688311688
